"slide","species","tissue","pmid","title","abstract","keywords","involve_cancer","tech","spot_num","gene_num"
"GSE211895_GSM6505133","human","pancreas","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","2204","18035"
"GSE211895_GSM6505134","human","pancreas","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","3232","18035"
"GSE211895_GSM6505135","human","pancreas","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","2261","18035"
"GSE211895_GSM6505136","mouse","b16f10 syngeneic tumor","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","1469","32285"
"GSE211895_GSM6505137","mouse","b16f10 syngeneic tumor","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","2421","32285"
"GSE211895_GSM6505138","mouse","b16f10 syngeneic tumor","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","2188","32285"
"GSE211895_GSM6505139","mouse","b16f10 syngeneic tumor","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","2897","32285"
"GSE211895_GSM6505140","mouse","b16f10 syngeneic tumor","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","3090","32285"
"GSE211895_GSM6505141","mouse","b16f10 syngeneic tumor","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","3444","32285"
"GSE211895_GSM6505142","mouse","colon","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","1378","32285"
"GSE211895_GSM6505143","mouse","colon","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","1372","32285"
"GSE211895_GSM6505144","mouse","colon","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","1982","32285"
"GSE211895_GSM6505145","mouse","colon","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","1909","32285"
"GSE211895_GSM6505146","mouse","colon","36452860","Assessment of spatial transcriptomics for oncology discovery","Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.","biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.","True","Visium","3600","32285"
"GSE212323_GSM6523976","mouse","brain","36871219","APOE modulates microglial immunometabolism in response to age, amyloid pathology, and inflammatory challenge","The E4 allele of Apolipoprotein E (APOE) is associated with both metabolic dysfunction and a heightened pro-inflammatory response: two findings that may be intrinsically linked through the concept of immunometabolism. Here, we combined bulk, single-cell, and spatial transcriptomics with cell-specific and spatially resolved metabolic analyses in mice expressing human APOE to systematically address the role of APOE across age, neuroinflammation, and AD pathology. RNA sequencing (RNA-seq) highlighted immunometabolic changes across the APOE4 glial transcriptome, specifically in subsets of metabolically distinct microglia enriched in the E4 brain during aging or following an inflammatory challenge. E4 microglia display increased Hif1α expression and a disrupted tricarboxylic acid (TCA) cycle and are inherently pro-glycolytic, while spatial transcriptomics and mass spectrometry imaging highlight an E4-specific response to amyloid that is characterized by widespread alterations in lipid metabolism. Taken together, our findings emphasize a central role for APOE in regulating microglial immunometabolism and provide valuable, interactive resources for discovery and validation research.","APOE; Apolipoprotein E; CP: Neuroscience; DAM; LPS; aging; amyloid; immunometabolism; microglia; scRNA-seq; spatial transcriptomics.","False","Visium","2773","68886"
"GSE212323_GSM6523977","mouse","brain","36871219","APOE modulates microglial immunometabolism in response to age, amyloid pathology, and inflammatory challenge","The E4 allele of Apolipoprotein E (APOE) is associated with both metabolic dysfunction and a heightened pro-inflammatory response: two findings that may be intrinsically linked through the concept of immunometabolism. Here, we combined bulk, single-cell, and spatial transcriptomics with cell-specific and spatially resolved metabolic analyses in mice expressing human APOE to systematically address the role of APOE across age, neuroinflammation, and AD pathology. RNA sequencing (RNA-seq) highlighted immunometabolic changes across the APOE4 glial transcriptome, specifically in subsets of metabolically distinct microglia enriched in the E4 brain during aging or following an inflammatory challenge. E4 microglia display increased Hif1α expression and a disrupted tricarboxylic acid (TCA) cycle and are inherently pro-glycolytic, while spatial transcriptomics and mass spectrometry imaging highlight an E4-specific response to amyloid that is characterized by widespread alterations in lipid metabolism. Taken together, our findings emphasize a central role for APOE in regulating microglial immunometabolism and provide valuable, interactive resources for discovery and validation research.","APOE; Apolipoprotein E; CP: Neuroscience; DAM; LPS; aging; amyloid; immunometabolism; microglia; scRNA-seq; spatial transcriptomics.","False","Visium","2660","68886"
"GSE212323_GSM6523978","mouse","brain","36871219","APOE modulates microglial immunometabolism in response to age, amyloid pathology, and inflammatory challenge","The E4 allele of Apolipoprotein E (APOE) is associated with both metabolic dysfunction and a heightened pro-inflammatory response: two findings that may be intrinsically linked through the concept of immunometabolism. Here, we combined bulk, single-cell, and spatial transcriptomics with cell-specific and spatially resolved metabolic analyses in mice expressing human APOE to systematically address the role of APOE across age, neuroinflammation, and AD pathology. RNA sequencing (RNA-seq) highlighted immunometabolic changes across the APOE4 glial transcriptome, specifically in subsets of metabolically distinct microglia enriched in the E4 brain during aging or following an inflammatory challenge. E4 microglia display increased Hif1α expression and a disrupted tricarboxylic acid (TCA) cycle and are inherently pro-glycolytic, while spatial transcriptomics and mass spectrometry imaging highlight an E4-specific response to amyloid that is characterized by widespread alterations in lipid metabolism. Taken together, our findings emphasize a central role for APOE in regulating microglial immunometabolism and provide valuable, interactive resources for discovery and validation research.","APOE; Apolipoprotein E; CP: Neuroscience; DAM; LPS; aging; amyloid; immunometabolism; microglia; scRNA-seq; spatial transcriptomics.","False","Visium","2670","68886"
"GSE212323_GSM6523979","mouse","brain","36871219","APOE modulates microglial immunometabolism in response to age, amyloid pathology, and inflammatory challenge","The E4 allele of Apolipoprotein E (APOE) is associated with both metabolic dysfunction and a heightened pro-inflammatory response: two findings that may be intrinsically linked through the concept of immunometabolism. Here, we combined bulk, single-cell, and spatial transcriptomics with cell-specific and spatially resolved metabolic analyses in mice expressing human APOE to systematically address the role of APOE across age, neuroinflammation, and AD pathology. RNA sequencing (RNA-seq) highlighted immunometabolic changes across the APOE4 glial transcriptome, specifically in subsets of metabolically distinct microglia enriched in the E4 brain during aging or following an inflammatory challenge. E4 microglia display increased Hif1α expression and a disrupted tricarboxylic acid (TCA) cycle and are inherently pro-glycolytic, while spatial transcriptomics and mass spectrometry imaging highlight an E4-specific response to amyloid that is characterized by widespread alterations in lipid metabolism. Taken together, our findings emphasize a central role for APOE in regulating microglial immunometabolism and provide valuable, interactive resources for discovery and validation research.","APOE; Apolipoprotein E; CP: Neuroscience; DAM; LPS; aging; amyloid; immunometabolism; microglia; scRNA-seq; spatial transcriptomics.","False","Visium","2367","68886"
"GSE212323_GSM6523980","mouse","brain","36871219","APOE modulates microglial immunometabolism in response to age, amyloid pathology, and inflammatory challenge","The E4 allele of Apolipoprotein E (APOE) is associated with both metabolic dysfunction and a heightened pro-inflammatory response: two findings that may be intrinsically linked through the concept of immunometabolism. Here, we combined bulk, single-cell, and spatial transcriptomics with cell-specific and spatially resolved metabolic analyses in mice expressing human APOE to systematically address the role of APOE across age, neuroinflammation, and AD pathology. RNA sequencing (RNA-seq) highlighted immunometabolic changes across the APOE4 glial transcriptome, specifically in subsets of metabolically distinct microglia enriched in the E4 brain during aging or following an inflammatory challenge. E4 microglia display increased Hif1α expression and a disrupted tricarboxylic acid (TCA) cycle and are inherently pro-glycolytic, while spatial transcriptomics and mass spectrometry imaging highlight an E4-specific response to amyloid that is characterized by widespread alterations in lipid metabolism. Taken together, our findings emphasize a central role for APOE in regulating microglial immunometabolism and provide valuable, interactive resources for discovery and validation research.","APOE; Apolipoprotein E; CP: Neuroscience; DAM; LPS; aging; amyloid; immunometabolism; microglia; scRNA-seq; spatial transcriptomics.","False","Visium","2366","68886"
"GSE212323_GSM6523981","mouse","brain","36871219","APOE modulates microglial immunometabolism in response to age, amyloid pathology, and inflammatory challenge","The E4 allele of Apolipoprotein E (APOE) is associated with both metabolic dysfunction and a heightened pro-inflammatory response: two findings that may be intrinsically linked through the concept of immunometabolism. Here, we combined bulk, single-cell, and spatial transcriptomics with cell-specific and spatially resolved metabolic analyses in mice expressing human APOE to systematically address the role of APOE across age, neuroinflammation, and AD pathology. RNA sequencing (RNA-seq) highlighted immunometabolic changes across the APOE4 glial transcriptome, specifically in subsets of metabolically distinct microglia enriched in the E4 brain during aging or following an inflammatory challenge. E4 microglia display increased Hif1α expression and a disrupted tricarboxylic acid (TCA) cycle and are inherently pro-glycolytic, while spatial transcriptomics and mass spectrometry imaging highlight an E4-specific response to amyloid that is characterized by widespread alterations in lipid metabolism. Taken together, our findings emphasize a central role for APOE in regulating microglial immunometabolism and provide valuable, interactive resources for discovery and validation research.","APOE; Apolipoprotein E; CP: Neuroscience; DAM; LPS; aging; amyloid; immunometabolism; microglia; scRNA-seq; spatial transcriptomics.","False","Visium","1688","68886"
"GSE212482_GSM6543813","mouse","breast","36270275","Multiomic analysis reveals conservation of cancer-associated fibroblast phenotypes across species and tissue of origin","Cancer-associated fibroblasts (CAFs) are integral to the solid tumor microenvironment. CAFs were once thought to be a relatively uniform population of matrix-producing cells, but single-cell RNA sequencing has revealed diverse CAF phenotypes. Here, we further probed CAF heterogeneity with a comprehensive multiomics approach. Using paired, same-cell chromatin accessibility and transcriptome analysis, we provided an integrated analysis of CAF subpopulations over a complex spatial transcriptomic and proteomic landscape to identify three superclusters: steady state-like (SSL), mechanoresponsive (MR), and immunomodulatory (IM) CAFs. These superclusters are recapitulated across multiple tissue types and species. Selective disruption of underlying mechanical force or immune checkpoint inhibition therapy results in shifts in CAF subpopulation distributions and affected tumor growth. As such, the balance among CAF superclusters may have considerable translational implications. Collectively, this research expands our understanding of CAF biology, identifying regulatory pathways in CAF differentiation and elucidating therapeutic targets in a species- and tumor-agnostic manner.","ATAC-seq; CODEX; RNA-seq; cancer; fibroblasts; mechanotransduction; multi-omics; single cell; spatial transcriptomics.","True","Visium","1671","32285"
"GSE212482_GSM6543814","mouse","breast","36270275","Multiomic analysis reveals conservation of cancer-associated fibroblast phenotypes across species and tissue of origin","Cancer-associated fibroblasts (CAFs) are integral to the solid tumor microenvironment. CAFs were once thought to be a relatively uniform population of matrix-producing cells, but single-cell RNA sequencing has revealed diverse CAF phenotypes. Here, we further probed CAF heterogeneity with a comprehensive multiomics approach. Using paired, same-cell chromatin accessibility and transcriptome analysis, we provided an integrated analysis of CAF subpopulations over a complex spatial transcriptomic and proteomic landscape to identify three superclusters: steady state-like (SSL), mechanoresponsive (MR), and immunomodulatory (IM) CAFs. These superclusters are recapitulated across multiple tissue types and species. Selective disruption of underlying mechanical force or immune checkpoint inhibition therapy results in shifts in CAF subpopulation distributions and affected tumor growth. As such, the balance among CAF superclusters may have considerable translational implications. Collectively, this research expands our understanding of CAF biology, identifying regulatory pathways in CAF differentiation and elucidating therapeutic targets in a species- and tumor-agnostic manner.","ATAC-seq; CODEX; RNA-seq; cancer; fibroblasts; mechanotransduction; multi-omics; single cell; spatial transcriptomics.","True","Visium","617","32285"
"GSE212482_GSM6543815","mouse","breast","36270275","Multiomic analysis reveals conservation of cancer-associated fibroblast phenotypes across species and tissue of origin","Cancer-associated fibroblasts (CAFs) are integral to the solid tumor microenvironment. CAFs were once thought to be a relatively uniform population of matrix-producing cells, but single-cell RNA sequencing has revealed diverse CAF phenotypes. Here, we further probed CAF heterogeneity with a comprehensive multiomics approach. Using paired, same-cell chromatin accessibility and transcriptome analysis, we provided an integrated analysis of CAF subpopulations over a complex spatial transcriptomic and proteomic landscape to identify three superclusters: steady state-like (SSL), mechanoresponsive (MR), and immunomodulatory (IM) CAFs. These superclusters are recapitulated across multiple tissue types and species. Selective disruption of underlying mechanical force or immune checkpoint inhibition therapy results in shifts in CAF subpopulation distributions and affected tumor growth. As such, the balance among CAF superclusters may have considerable translational implications. Collectively, this research expands our understanding of CAF biology, identifying regulatory pathways in CAF differentiation and elucidating therapeutic targets in a species- and tumor-agnostic manner.","ATAC-seq; CODEX; RNA-seq; cancer; fibroblasts; mechanotransduction; multi-omics; single cell; spatial transcriptomics.","True","Visium","1550","32285"
"GSE212482_GSM6543816","mouse","breast","36270275","Multiomic analysis reveals conservation of cancer-associated fibroblast phenotypes across species and tissue of origin","Cancer-associated fibroblasts (CAFs) are integral to the solid tumor microenvironment. CAFs were once thought to be a relatively uniform population of matrix-producing cells, but single-cell RNA sequencing has revealed diverse CAF phenotypes. Here, we further probed CAF heterogeneity with a comprehensive multiomics approach. Using paired, same-cell chromatin accessibility and transcriptome analysis, we provided an integrated analysis of CAF subpopulations over a complex spatial transcriptomic and proteomic landscape to identify three superclusters: steady state-like (SSL), mechanoresponsive (MR), and immunomodulatory (IM) CAFs. These superclusters are recapitulated across multiple tissue types and species. Selective disruption of underlying mechanical force or immune checkpoint inhibition therapy results in shifts in CAF subpopulation distributions and affected tumor growth. As such, the balance among CAF superclusters may have considerable translational implications. Collectively, this research expands our understanding of CAF biology, identifying regulatory pathways in CAF differentiation and elucidating therapeutic targets in a species- and tumor-agnostic manner.","ATAC-seq; CODEX; RNA-seq; cancer; fibroblasts; mechanotransduction; multi-omics; single cell; spatial transcriptomics.","True","Visium","1716","32285"
"GSE212482_GSM6543817","mouse","breast","36270275","Multiomic analysis reveals conservation of cancer-associated fibroblast phenotypes across species and tissue of origin","Cancer-associated fibroblasts (CAFs) are integral to the solid tumor microenvironment. CAFs were once thought to be a relatively uniform population of matrix-producing cells, but single-cell RNA sequencing has revealed diverse CAF phenotypes. Here, we further probed CAF heterogeneity with a comprehensive multiomics approach. Using paired, same-cell chromatin accessibility and transcriptome analysis, we provided an integrated analysis of CAF subpopulations over a complex spatial transcriptomic and proteomic landscape to identify three superclusters: steady state-like (SSL), mechanoresponsive (MR), and immunomodulatory (IM) CAFs. These superclusters are recapitulated across multiple tissue types and species. Selective disruption of underlying mechanical force or immune checkpoint inhibition therapy results in shifts in CAF subpopulation distributions and affected tumor growth. As such, the balance among CAF superclusters may have considerable translational implications. Collectively, this research expands our understanding of CAF biology, identifying regulatory pathways in CAF differentiation and elucidating therapeutic targets in a species- and tumor-agnostic manner.","ATAC-seq; CODEX; RNA-seq; cancer; fibroblasts; mechanotransduction; multi-omics; single cell; spatial transcriptomics.","True","Visium","1640","32285"
"GSE212482_GSM6543818","mouse","breast","36270275","Multiomic analysis reveals conservation of cancer-associated fibroblast phenotypes across species and tissue of origin","Cancer-associated fibroblasts (CAFs) are integral to the solid tumor microenvironment. CAFs were once thought to be a relatively uniform population of matrix-producing cells, but single-cell RNA sequencing has revealed diverse CAF phenotypes. Here, we further probed CAF heterogeneity with a comprehensive multiomics approach. Using paired, same-cell chromatin accessibility and transcriptome analysis, we provided an integrated analysis of CAF subpopulations over a complex spatial transcriptomic and proteomic landscape to identify three superclusters: steady state-like (SSL), mechanoresponsive (MR), and immunomodulatory (IM) CAFs. These superclusters are recapitulated across multiple tissue types and species. Selective disruption of underlying mechanical force or immune checkpoint inhibition therapy results in shifts in CAF subpopulation distributions and affected tumor growth. As such, the balance among CAF superclusters may have considerable translational implications. Collectively, this research expands our understanding of CAF biology, identifying regulatory pathways in CAF differentiation and elucidating therapeutic targets in a species- and tumor-agnostic manner.","ATAC-seq; CODEX; RNA-seq; cancer; fibroblasts; mechanotransduction; multi-omics; single cell; spatial transcriptomics.","True","Visium","480","32285"
"GSE212526_GSM6534007","human","undifferentiated pleomorphic sarcoma","38429415","Sarcoma microenvironment cell states and ecosystems are associated with prognosis and predict response to immunotherapy","Characterization of the diverse malignant and stromal cell states that make up soft tissue sarcomas and their correlation with patient outcomes has proven difficult using fixed clinical specimens. Here, we employed EcoTyper, a machine-learning framework, to identify the fundamental cell states and cellular ecosystems that make up sarcomas on a large scale using bulk transcriptomes with clinical annotations. We identified and validated 23 sarcoma-specific, transcriptionally defined cell states, many of which were highly prognostic of patient outcomes across independent datasets. We discovered three conserved cellular communities or ecotypes associated with underlying genomic alterations and distinct clinical outcomes. We show that one ecotype defined by tumor-associated macrophages and epithelial-like malignant cells predicts response to immune-checkpoint inhibition but not chemotherapy and validate our findings in an independent cohort. Our results may enable identification of patients with soft tissue sarcomas who could benefit from immunotherapy and help develop new therapeutic strategies.","","True","Visium","1648","36601"
